"pan_number","status"
"SZLYW7756S","Invalid PAN"
"IFWC30868T","Invalid PAN"
"KIBAN4875L","Valid PAN"
"XLWBG57295T","Invalid PAN"
"WHEQK02941Y","Invalid PAN"
"ASPWO3207T","Valid PAN"
"DHTZ59321C","Invalid PAN"
"HQFEK6680V","Invalid PAN"
"IXKK82264D","Invalid PAN"
"NMZII9587Q","Invalid PAN"
"SCFAL2875S","Valid PAN"
"PALII3520X","Invalid PAN"
"TRAUX0504E","Valid PAN"
"IDZDO6628G","Invalid PAN"
"KDSLM7916S","Valid PAN"
"TSRXL206!Y","Invalid PAN"
"ZSYBA438!G","Invalid PAN"
"ZBKF64745S","Invalid PAN"
"OFLXK1187T","Invalid PAN"
"NYUEZ6747M","Valid PAN"
"JNVMU2884B","Invalid PAN"
"NUX7655","Invalid PAN"
"EFXV51384R","Invalid PAN"
"LFCUL7133Z","Invalid PAN"
"EIKNZ991!K","Invalid PAN"
"LJJ2935","Invalid PAN"
"OWHFV2453M","Valid PAN"
"KMYMD048!L","Invalid PAN"
"KNBXE852!V","Invalid PAN"
"NLBBO17113I","Invalid PAN"
"DORLW1316N","Valid PAN"
"LBQQ01381H","Invalid PAN"
"AVJCH5148B","Valid PAN"
"BHFFI6360R","Invalid PAN"
"AIQJQ5860F","Valid PAN"
"LSJCP53104E","Invalid PAN"
"BMWXW5956Q","Valid PAN"
"CQCHC4124T","Valid PAN"
"NBOPD116!Z","Invalid PAN"
"IOJWY5737B","Valid PAN"
"UWYYL57269J","Invalid PAN"
"VXPYD933!M","Invalid PAN"
"EJW5983","Invalid PAN"
"FJUI08116N","Invalid PAN"
"MNAIQ2325P","Valid PAN"
"LODYZ857!O","Invalid PAN"
"FNDC80203W","Invalid PAN"
"DAZCE0431Q","Valid PAN"
"NYRR43390I","Invalid PAN"
"ZYHG88528N","Invalid PAN"
"UIGOJ630!Y","Invalid PAN"
"DRHOJ2622U","Invalid PAN"
"JTEIP6159V","Valid PAN"
"GZSTF7935Y","Valid PAN"
"HGDPE142!V","Invalid PAN"
"VPIK35235W","Invalid PAN"
"EKKRC378!U","Invalid PAN"
"JID4135","Invalid PAN"
"QUV5866","Invalid PAN"
"PERDP4680P","Valid PAN"
"VQMXY289!E","Invalid PAN"
"CWAK97867M","Invalid PAN"
"ETIGL2483J","Valid PAN"
"CMYWV9502L","Valid PAN"
"IKXOI8923E","Valid PAN"
"CEDVH4953X","Valid PAN"
"DNEO88719P","Invalid PAN"
"UPJQF8143U","Valid PAN"
"AHKRS53203K","Invalid PAN"
"TDQJ00378V","Invalid PAN"
"MPSOS0341H","Valid PAN"
"QUYUP3383I","Invalid PAN"
"XVTH91218Z","Invalid PAN"
"PDYRH8735L","Valid PAN"
"DOK9374","Invalid PAN"
"ZWYIE1632U","Valid PAN"
"FIRNV4958P","Valid PAN"
"BQFHE4128D","Valid PAN"
"RTMGT31504Z","Invalid PAN"
"EEKC51097B","Invalid PAN"
"WSXGD6689F","Invalid PAN"
"LUW2446","Invalid PAN"
"KOX3447","Invalid PAN"
"GPU5494","Invalid PAN"
"MYSGJ5903E","Valid PAN"
"BEOBH46069W","Invalid PAN"
"ANRHY4480H","Invalid PAN"
"HPGEA76763D","Invalid PAN"
"GQR2503","Invalid PAN"
"GBPZN9606K","Valid PAN"
"BIEFO6512F","Valid PAN"
"NXTDM1620M","Valid PAN"
"XUEIC490!B","Invalid PAN"
"JNXKG9999Q","Invalid PAN"
"XYNVC8763T","Valid PAN"
"NHNMF8047P","Valid PAN"
"MEMQ09371A","Invalid PAN"
"RPXL02665T","Invalid PAN"
"OZAS99531R","Invalid PAN"
"IKYFF725!Y","Invalid PAN"
"HIMDA5540V","Invalid PAN"
"NVJEX9313Z","Valid PAN"
"STATO8833L","Invalid PAN"
"CTZDP8958S","Valid PAN"
"XXPUO5251S","Invalid PAN"
"MWY5230","Invalid PAN"
"OXABV36554G","Invalid PAN"
"ZWCAQ88398H","Invalid PAN"
"NGKZO1788L","Invalid PAN"
"LFZPY3736E","Valid PAN"
"COB1920","Invalid PAN"
"WFZSV54818R","Invalid PAN"
"NYDHM1022R","Invalid PAN"
"NOSCK2230Y","Invalid PAN"
"DAFNA574!A","Invalid PAN"
"PKDV98961J","Invalid PAN"
"QLZOT2536A","Valid PAN"
"ZPSWJ310!E","Invalid PAN"
"MQL3567","Invalid PAN"
"OBDBF5836F","Valid PAN"
"BIDA51359I","Invalid PAN"
"ONMRV0286S","Valid PAN"
"IENQY4643E","Valid PAN"
"AKDL52555E","Invalid PAN"
"WLK9262","Invalid PAN"
"FRCJS0732E","Valid PAN"
"UTNLB701!Q","Invalid PAN"
"SMSBQ5817N","Valid PAN"
"JJEIV6937L","Invalid PAN"
"HFTGO223!X","Invalid PAN"
"TPDFF348!O","Invalid PAN"
"WBOMB4910A","Valid PAN"
"YKNCL02991M","Invalid PAN"
"APH2825","Invalid PAN"
"AKEAW1266A","Invalid PAN"
"GPJKG8884L","Invalid PAN"
"MFJ5675","Invalid PAN"
"NQFCC133!V","Invalid PAN"
"HLOSY3014Z","Valid PAN"
"JBGHF0621G","Valid PAN"
"JDTZB39270P","Invalid PAN"
"YMDUY5068R","Valid PAN"
"PCBOG1776E","Invalid PAN"
"XVPFH7742C","Invalid PAN"
"WJE0278","Invalid PAN"
"YXGL19175T","Invalid PAN"
"PXB1487","Invalid PAN"
"UVY1465","Invalid PAN"
"FRTNQ61468H","Invalid PAN"
"RROMW18927Q","Invalid PAN"
"WSDAE5302A","Valid PAN"
"VDMXV5254V","Valid PAN"
"JQNOZ7633S","Invalid PAN"
"LLFHC8158R","Invalid PAN"
"WRH5055","Invalid PAN"
"CWZSU8064H","Valid PAN"
"XUQ9457","Invalid PAN"
"QBT9868","Invalid PAN"
"CEXLP4023H","Valid PAN"
"TSOOO5411M","Invalid PAN"
"LQJTL38229T","Invalid PAN"
"QSTAQ3035Y","Valid PAN"
"YSALJ2492W","Valid PAN"
"VVS9588","Invalid PAN"
"RKLWH3507Q","Valid PAN"
"QBGJA8458U","Valid PAN"
"QAM1552","Invalid PAN"
"XJZMF843!T","Invalid PAN"
"CSPG73644V","Invalid PAN"
"RBVW85941P","Invalid PAN"
"BWMOR91266M","Invalid PAN"
"NITJH040!C","Invalid PAN"
"VMRVT1167O","Invalid PAN"
"EQXJZ1204Y","Valid PAN"
"WAKXC8726Z","Valid PAN"
"QGWC62603U","Invalid PAN"
"KNYUL3588V","Invalid PAN"
"EVWGC3708D","Valid PAN"
"FYDYK998!O","Invalid PAN"
"YMWRD662!D","Invalid PAN"
"MMVS75442R","Invalid PAN"
"HWUOB77392V","Invalid PAN"
"FSURW7395I","Valid PAN"
"BNMC74528D","Invalid PAN"
"MFE8310","Invalid PAN"
"IECWV6392Y","Valid PAN"
"ZDZWJ4106J","Valid PAN"
"BPWVM28815K","Invalid PAN"
"CUPPA18516E","Invalid PAN"
"RWPBA620!U","Invalid PAN"
"UHPGF3336Y","Invalid PAN"
"YWAVS1693D","Valid PAN"
"QFOUK0564D","Valid PAN"
"FYSQZ0439Q","Valid PAN"
"ZYYZ17419F","Invalid PAN"
"PTFKW3041R","Valid PAN"
"PRLPY8080F","Valid PAN"
"NFSQB8099F","Invalid PAN"
"IMUUS0821H","Invalid PAN"
"LWRKC2859B","Valid PAN"
"TWHUQ5661R","Invalid PAN"
"RLPVP7773U","Invalid PAN"
"TNDKL388!M","Invalid PAN"
"MNXEM1407Z","Valid PAN"
"SJSIS83245K","Invalid PAN"
"AXUXG4735H","Valid PAN"
"EJWG30140M","Invalid PAN"
"NSBEH18563Q","Invalid PAN"
"PIG1712","Invalid PAN"
"UEI7797","Invalid PAN"
"NIBMQ123!D","Invalid PAN"
"WNOHX6669U","Invalid PAN"
"IQO0537","Invalid PAN"
"OYPNM984!I","Invalid PAN"
"EYGFD2125Q","Valid PAN"
"JSFM08777K","Invalid PAN"
"HJHLT54091Y","Invalid PAN"
"HHB7360","Invalid PAN"
"VJQLX8234C","Valid PAN"
"PWHHT91417C","Invalid PAN"
"RBDC70361K","Invalid PAN"
"YHTY51196I","Invalid PAN"
"NUM8750","Invalid PAN"
"SEMYY2020W","Invalid PAN"
"FKU1158","Invalid PAN"
"YDZUP5761Q","Valid PAN"
"OSIBM3208X","Valid PAN"
"CJQ3765","Invalid PAN"
"LVDCN9203A","Valid PAN"
"TTEF97329V","Invalid PAN"
"ZJCED3949P","Valid PAN"
"LMMFI3579X","Invalid PAN"
"ASDI49471U","Invalid PAN"
"OHC4602","Invalid PAN"
"FRQKI66446E","Invalid PAN"
"UDFAN6389N","Valid PAN"
"VBWAP0234W","Valid PAN"
"MCZ0220","Invalid PAN"
"EKG4626","Invalid PAN"
"FGDIX456!B","Invalid PAN"
"RVPNS009!Z","Invalid PAN"
"LCNTF058!X","Invalid PAN"
"GASVS41864W","Invalid PAN"
"BRHRD96115H","Invalid PAN"
"VDQC37009G","Invalid PAN"
"CMCXN51871X","Invalid PAN"
"EXASY6537C","Valid PAN"
"XOFEB7430M","Valid PAN"
"GGASI0946L","Invalid PAN"
"MEGJU554!O","Invalid PAN"
"WWE0904","Invalid PAN"
"GKOXE4768Z","Valid PAN"
"SMCN44192J","Invalid PAN"
"RHSKY8999E","Invalid PAN"
"MELTF1945W","Valid PAN"
"TMWJP4320R","Valid PAN"
"TRUAB0386Q","Valid PAN"
"VVNKP034!D","Invalid PAN"
"YOB1128","Invalid PAN"
"DDGKS0515T","Invalid PAN"
"CCL7521","Invalid PAN"
"JBOFO3216Y","Valid PAN"
"HKACP98302A","Invalid PAN"
"LXQTA2365Q","Valid PAN"
"CVNSU8820S","Invalid PAN"
"KEGCI6144S","Invalid PAN"
"IPJJ83246C","Invalid PAN"
"KGQPY7612A","Valid PAN"
"NAEYK00681G","Invalid PAN"
"IBSZV1508G","Valid PAN"
"UCOOG7819U","Invalid PAN"
"TNOC51874D","Invalid PAN"
"AKM2901","Invalid PAN"
"RTKNI0665D","Invalid PAN"
"QKTYJ9867T","Valid PAN"
"PJREE21191Z","Invalid PAN"
"BCXLL300!A","Invalid PAN"
"CCFE29486C","Invalid PAN"
"FBRZZ8696O","Invalid PAN"
"CEJMO9347S","Valid PAN"
"UWFNX83494M","Invalid PAN"
"XJFMP4714H","Valid PAN"
"AVGLO20707B","Invalid PAN"
"ZOBHX52527Q","Invalid PAN"
"VMUH40050S","Invalid PAN"
"GUHCN3831U","Valid PAN"
"PKWBD9485C","Valid PAN"
"DKLDL2903B","Valid PAN"
"OXYT92143S","Invalid PAN"
"PIMPM3844F","Invalid PAN"
"MNWG38738J","Invalid PAN"
"XJEBJ7512G","Valid PAN"
"IOCRF8242G","Valid PAN"
"QSFBY00839V","Invalid PAN"
"ZWFLX017!P","Invalid PAN"
"HHEYR53919V","Invalid PAN"
"NWJYI51367Y","Invalid PAN"
"UQVPV4777N","Invalid PAN"
"GZVMZ4882Y","Invalid PAN"
"DZDNT9879Y","Valid PAN"
"THZW44480M","Invalid PAN"
"KJROP6517A","Valid PAN"
"OGPJM6949E","Valid PAN"
"CPTHO7226E","Invalid PAN"
"VLBIB1412S","Valid PAN"
"MNV7497","Invalid PAN"
"DQP8321","Invalid PAN"
"IESYP8101S","Valid PAN"
"DJJ8884","Invalid PAN"
"RGAGD71822E","Invalid PAN"
"DGXBH8266W","Invalid PAN"
"SFOCW7600E","Invalid PAN"
"HJM1691","Invalid PAN"
"SBQXG4791S","Valid PAN"
"OHPTP2682I","Valid PAN"
"VLQEO5759W","Valid PAN"
"NKQIR5485X","Valid PAN"
"ZKBUN24893O","Invalid PAN"
"HGHZI2495I","Valid PAN"
"BLMIM1597M","Valid PAN"
"MEZ3728","Invalid PAN"
"SQQYZ3091T","Invalid PAN"
"KSIOM8813W","Invalid PAN"
"SWH1657","Invalid PAN"
"WTIFQ890!W","Invalid PAN"
"YEMNY42693B","Invalid PAN"
"YNTRY3598W","Valid PAN"
"USIHW657!K","Invalid PAN"
"YYQQH3114P","Invalid PAN"
"MHTVB498!N","Invalid PAN"
"VCWWA7554P","Invalid PAN"
"YIFHZ0283F","Valid PAN"
"KVJSA4771R","Invalid PAN"
"AHOON9708V","Invalid PAN"
"WCVZB9633P","Invalid PAN"
"POJMJ609!F","Invalid PAN"
"MIFHS6022H","Invalid PAN"
"CTEAG5177Y","Invalid PAN"
"PWULH95585C","Invalid PAN"
"PNKLG4593R","Valid PAN"
"ATORM782!Y","Invalid PAN"
"WWBDS2722I","Invalid PAN"
"TVYDG46927W","Invalid PAN"
"QPUBI9648E","Valid PAN"
"YSXOQ4902F","Valid PAN"
"RDARG6843Y","Valid PAN"
"VIAYA1103Y","Invalid PAN"
"UVHXI72150I","Invalid PAN"
"BKQE67692D","Invalid PAN"
"YEJJZ4740O","Invalid PAN"
"HEKRK6453S","Valid PAN"
"CMOU18770H","Invalid PAN"
"CVKJW8558N","Invalid PAN"
"OJQFA0240Q","Valid PAN"
"TEK7868","Invalid PAN"
"DZYII0315X","Invalid PAN"
"HMGM10176H","Invalid PAN"
"DCSFJ6636X","Invalid PAN"
"LAUOO162!J","Invalid PAN"
"XDKTC50842P","Invalid PAN"
"VOKHZ05848X","Invalid PAN"
"DZP4880","Invalid PAN"
"ABZAT11796A","Invalid PAN"
"ERX7859","Invalid PAN"
"PWLOS802!F","Invalid PAN"
"XMXDT2506U","Valid PAN"
"ZRDMY20391P","Invalid PAN"
"BRBOM298!V","Invalid PAN"
"RKRAR3780C","Valid PAN"
"XCY5237","Invalid PAN"
"IFGH35834W","Invalid PAN"
"XFWAY2671P","Valid PAN"
"TWQUH9096W","Valid PAN"
"ZARLO06772E","Invalid PAN"
"VZJ4844","Invalid PAN"
"LVVSL725!U","Invalid PAN"
"RANJ25111N","Invalid PAN"
"LANGW7083V","Valid PAN"
"QQOSV7120N","Invalid PAN"
"OUFJX57473I","Invalid PAN"
"GBBLX2546X","Invalid PAN"
"RWVSP8508E","Valid PAN"
"ETKEZ9774C","Invalid PAN"
"PHHTR6233I","Invalid PAN"
"OCFYK1585K","Valid PAN"
"RIJ7447","Invalid PAN"
"VXB1104","Invalid PAN"
"QMXSC9406L","Valid PAN"
"CBALK3141O","Valid PAN"
"EWDIV03037E","Invalid PAN"
"KPVR72282E","Invalid PAN"
"WUK6179","Invalid PAN"
"DBRZP6616K","Invalid PAN"
"SWGSS3768H","Invalid PAN"
"WVNFJ5444Q","Invalid PAN"
"JNBCP0389Y","Valid PAN"
"UQKBC4723M","Valid PAN"
"JCLFW876!O","Invalid PAN"
"IPVPE6712H","Valid PAN"
"UNJVQ6934Q","Valid PAN"
"FRGHD499!L","Invalid PAN"
"NUQBC9002A","Invalid PAN"
"KKC0431","Invalid PAN"
"QKBJO6079O","Valid PAN"
"GSIMQ8477H","Invalid PAN"
"MMZRH9842V","Invalid PAN"
"VMJ9094","Invalid PAN"
"UFANU8008P","Invalid PAN"
"FADCX4589G","Valid PAN"
"CPOEB82452M","Invalid PAN"
"KQUSD5089N","Valid PAN"
"FORSG6758G","Valid PAN"
"LYV2774","Invalid PAN"
"JIUHA32361A","Invalid PAN"
"TCE3793","Invalid PAN"
"FHACV4242M","Valid PAN"
"ZMVA03025O","Invalid PAN"
"LSJLR47952J","Invalid PAN"
"WQMLK7549C","Valid PAN"
"KWIHS7324R","Valid PAN"
"YVMMF1404U","Invalid PAN"
"AATQM3115H","Invalid PAN"
"KJG0847","Invalid PAN"
"CBGX15560W","Invalid PAN"
"PFHKH0231P","Valid PAN"
"DISBC789!L","Invalid PAN"
"PEQI16185L","Invalid PAN"
"KYUKN9876O","Valid PAN"
"UEGLK90852Z","Invalid PAN"
"JASRA5110N","Invalid PAN"
"DCFFN2006D","Invalid PAN"
"KOI6143","Invalid PAN"
"FYLWY81628Z","Invalid PAN"
"TRPKZ100!M","Invalid PAN"
"BLYZY3242C","Valid PAN"
"FQVXE9678C","Valid PAN"
"DKWQT0031W","Invalid PAN"
"DTXQU9632N","Valid PAN"
"HNNXE9754B","Invalid PAN"
"VOJQF52921H","Invalid PAN"
"NBQNZ59754O","Invalid PAN"
"KSKAO6184S","Valid PAN"
"NHXVS3271D","Valid PAN"
"ORCRD6062H","Valid PAN"
"GZSMZ010!D","Invalid PAN"
"HZAKH374!E","Invalid PAN"
"PQHU30469D","Invalid PAN"
"QQLZH2558P","Invalid PAN"
"BLMLF6245Q","Valid PAN"
"YFZ8973","Invalid PAN"
"SJTBM8777N","Invalid PAN"
"HLKNO1388C","Invalid PAN"
"FFP3463","Invalid PAN"
"GEIRR092!J","Invalid PAN"
"CKXST906!P","Invalid PAN"
"JVSBC82358M","Invalid PAN"
"CGVXB0850C","Valid PAN"
"EUJH18460I","Invalid PAN"
"GORSV987!H","Invalid PAN"
"QJQJ97319U","Invalid PAN"
"SFQQC3794R","Invalid PAN"
"BDQNH86129C","Invalid PAN"
"YDUJK0801D","Valid PAN"
"NLINI051!E","Invalid PAN"
"QFAOI1380Y","Valid PAN"
"VYQYX2575J","Valid PAN"
"PDTTX20764A","Invalid PAN"
"RKPB80248F","Invalid PAN"
"NQUL48175M","Invalid PAN"
"UDUKU58679O","Invalid PAN"
"AMUON1776Y","Invalid PAN"
"AXZBP878!L","Invalid PAN"
"TMMLF2116K","Invalid PAN"
"IPDJY8594R","Valid PAN"
"BWTDK5047P","Valid PAN"
"FYOBV1084U","Valid PAN"
"OFDD01176N","Invalid PAN"
"IBQRP8685G","Valid PAN"
"BMUZZ0093P","Invalid PAN"
"IIDNW6969I","Invalid PAN"
"BSYD50631Q","Invalid PAN"
"TJRJI4483R","Invalid PAN"
"QAPOA363!Y","Invalid PAN"
"LSMYD9507U","Valid PAN"
"AYANT2616C","Valid PAN"
"MEOYN891!B","Invalid PAN"
"DLVYO14402F","Invalid PAN"
"CGQEG3571D","Valid PAN"
"RRREO5652E","Invalid PAN"
"JZNFL5537B","Invalid PAN"
"KIFEL6279X","Valid PAN"
"KCAXJ835!C","Invalid PAN"
"ODKZD86509D","Invalid PAN"
"ZJEYV5604R","Valid PAN"
"FDEX32223S","Invalid PAN"
"WJK7739","Invalid PAN"
"QXRYY5946L","Invalid PAN"
"NLFAO8597Q","Valid PAN"
"QAA4467","Invalid PAN"
"OYROL6836G","Valid PAN"
"WISZR228!N","Invalid PAN"
"VFRSL00483B","Invalid PAN"
"YYZJP1958P","Invalid PAN"
"ZKFQR6845Z","Valid PAN"
"AWCL38069N","Invalid PAN"
"OIBJP3738C","Valid PAN"
"NISYF3449V","Invalid PAN"
"ELBZU6592R","Valid PAN"
"NOXRV4969D","Valid PAN"
"HSXXT8891J","Invalid PAN"
"HZEAK033!Z","Invalid PAN"
"UTLLI9476M","Invalid PAN"
"HTTQJ0370W","Invalid PAN"
"MKXZ71406I","Invalid PAN"
"AOAMQ82133O","Invalid PAN"
"LTP7775","Invalid PAN"
"NVYQF5339U","Invalid PAN"
"TZMDW46804W","Invalid PAN"
"JKJYL1149Q","Invalid PAN"
"PEV6514","Invalid PAN"
"IZSSG73379Y","Invalid PAN"
"IXFTE7084R","Valid PAN"
"PAGCP4010H","Valid PAN"
"XTNPL0730A","Valid PAN"
"IZVSH978!P","Invalid PAN"
"FIE0941","Invalid PAN"
"GROCG4180Q","Valid PAN"
"ZBRDY096!L","Invalid PAN"
"CXHLN9293X","Valid PAN"
"OTGQJ8959G","Valid PAN"
"RRBFV4067W","Invalid PAN"
"PNGSM01524T","Invalid PAN"
"CCPAH616!Y","Invalid PAN"
"TTGN76555J","Invalid PAN"
"DCXU52422N","Invalid PAN"
"QVOEV02518S","Invalid PAN"
"PNIB97276J","Invalid PAN"
"KAJU64027C","Invalid PAN"
"RVLAG0123N","Invalid PAN"
"ZPNKV84450U","Invalid PAN"
"XJGYP7045A","Valid PAN"
"QJZCU228!X","Invalid PAN"
"BDGUA193!Y","Invalid PAN"
"IIOQI8903K","Invalid PAN"
"JLEYA5422P","Invalid PAN"
"AIZWO2642X","Valid PAN"
"YPUDO8003U","Invalid PAN"
"DGDNC270!H","Invalid PAN"
"XDWP30455M","Invalid PAN"
"OWMVB8037E","Valid PAN"
"SHNWT629!C","Invalid PAN"
"RCBEW9110B","Invalid PAN"
"PGR9849","Invalid PAN"
"HFIMC1366P","Invalid PAN"
"EPRNG8637U","Valid PAN"
"ERJDB0567P","Valid PAN"
"JVUQ24518B","Invalid PAN"
"VTKRP018!D","Invalid PAN"
"TNWBK6841T","Valid PAN"
"MFXJN3565A","Valid PAN"
"AZKFR15187X","Invalid PAN"
"VYYNF0157U","Invalid PAN"
"NMPJX1870Z","Valid PAN"
"TJOWJ2308F","Valid PAN"
"ZWI2428","Invalid PAN"
"BBA7744","Invalid PAN"
"HLQXX430!Y","Invalid PAN"
"TSXA30719Y","Invalid PAN"
"OBWWN258!P","Invalid PAN"
"BFKTA5409G","Valid PAN"
"BOE9809","Invalid PAN"
"YMJCE0255N","Invalid PAN"
"ZCAEL9287S","Valid PAN"
"BKIW51595Y","Invalid PAN"
"PMNS00873B","Invalid PAN"
"MIZRK4891V","Valid PAN"
"OEV8296","Invalid PAN"
"KCTU05279M","Invalid PAN"
"CDWYT4886D","Invalid PAN"
"KMXAN8664K","Invalid PAN"
"PBIIO3869A","Invalid PAN"
"LZLXC5892E","Valid PAN"
"INTHX1153W","Invalid PAN"
"GRBUG1824V","Valid PAN"
"ARURB2578S","Valid PAN"
"XCJT26316C","Invalid PAN"
"ZDVHV6821Z","Valid PAN"
"JWENS9011Y","Invalid PAN"
"QPMHC2404L","Valid PAN"
"HPNXM6885Z","Invalid PAN"
"NVDOD7007Y","Invalid PAN"
"LTKTL3110P","Invalid PAN"
"STIWM06927D","Invalid PAN"
"NWBPR6151E","Valid PAN"
"GEAAT1874F","Invalid PAN"
"PUQCK81940B","Invalid PAN"
"XZWAN5719P","Valid PAN"
"QHVER2630M","Valid PAN"
"DKN4646","Invalid PAN"
"AQOXJ3561U","Valid PAN"
"AJPLA4005O","Invalid PAN"
"EOKA99131G","Invalid PAN"
"OBTRA17858V","Invalid PAN"
"LMCJU4343L","Valid PAN"
"HOCTI9036Q","Valid PAN"
"DLF9247","Invalid PAN"
"IPQ6482","Invalid PAN"
"GGCJF2965X","Invalid PAN"
"IWQWN0731D","Valid PAN"
"DFTDB8065U","Valid PAN"
"NBIMU9032S","Valid PAN"
"CPLCL6374N","Valid PAN"
"UCSY63831R","Invalid PAN"
"VJLVK1398T","Valid PAN"
"VCRUR54499B","Invalid PAN"
"ORZA62218B","Invalid PAN"
"FTYIW05647Y","Invalid PAN"
"TJBOL43897W","Invalid PAN"
"CQIDS5152U","Valid PAN"
"FCECG43030W","Invalid PAN"
"XBKQC34194X","Invalid PAN"
"QRHZP0409X","Valid PAN"
"TKTMF697!X","Invalid PAN"
"NILJM1729A","Valid PAN"
"KZWOP0226B","Invalid PAN"
"GHI2115","Invalid PAN"
"QCWAX2791J","Valid PAN"
"HTTA08155Q","Invalid PAN"
"LWBXR0030B","Invalid PAN"
"BZOMN015!D","Invalid PAN"
"PIIGJ72357M","Invalid PAN"
"TBU2869","Invalid PAN"
"DAHMI4802D","Valid PAN"
"OWIN72648S","Invalid PAN"
"RWEHU0078I","Invalid PAN"
"DNLXD1722W","Invalid PAN"
"BXZXW3926N","Valid PAN"
"ZITEF1695Z","Valid PAN"
"WWS6007","Invalid PAN"
"ZWD6834","Invalid PAN"
"MHY5802","Invalid PAN"
"OGE1344","Invalid PAN"
"XBZFF1802V","Invalid PAN"
"ATVYY99683P","Invalid PAN"
"GELO33106G","Invalid PAN"
"WSRKM7107X","Valid PAN"
"UABJV1284B","Valid PAN"
"LXY6273","Invalid PAN"
"EXUMV9945L","Invalid PAN"
"LRTW47431E","Invalid PAN"
"DPM9469","Invalid PAN"
"AWMF14860E","Invalid PAN"
"QSEZC6003C","Invalid PAN"
"ZJWPC0684F","Valid PAN"
"GGFI01579X","Invalid PAN"
"ICTMH6654Y","Invalid PAN"
"EYJCJ4016M","Valid PAN"
"HFYOB396!U","Invalid PAN"
"WHWS34136K","Invalid PAN"
"XAFWP834!A","Invalid PAN"
"JWZRV40233K","Invalid PAN"
"NFAII849!S","Invalid PAN"
"MFSEQ69357M","Invalid PAN"
"BDMCZ9685Q","Valid PAN"
"FXSGF7060T","Valid PAN"
"OSUQP7951A","Valid PAN"
"XLGUG5689E","Valid PAN"
"WWIYH9814F","Invalid PAN"
"QVYEC2735U","Valid PAN"
"MOZMO8615P","Valid PAN"
"TSIAT5436A","Valid PAN"
"UYJXE9057X","Valid PAN"
"RTR0244","Invalid PAN"
"VLBUX3591I","Valid PAN"
"EPSM19856A","Invalid PAN"
"GGNTT628!N","Invalid PAN"
"ESKXG2946C","Valid PAN"
"UXVX85408L","Invalid PAN"
"OVCJO8723N","Valid PAN"
"FGIVP06103Z","Invalid PAN"
"IHKZE3186W","Valid PAN"
"FZWTO991!M","Invalid PAN"
"FTOSQ1057R","Valid PAN"
"YWY2482","Invalid PAN"
"JWJHN12896B","Invalid PAN"
"DDDW94610R","Invalid PAN"
"LTZAE0008V","Invalid PAN"
"IFGEA2920I","Valid PAN"
"ZHX1573","Invalid PAN"
"CKGXP6849X","Valid PAN"
"ZTAEQ63493P","Invalid PAN"
"FIPPA1426T","Invalid PAN"
"GFNXR8141U","Valid PAN"
"MOEDS4709M","Valid PAN"
"MWV7577","Invalid PAN"
"ZMHYG7694U","Valid PAN"
"QYWF93716J","Invalid PAN"
"VFOHT69026B","Invalid PAN"
"ZCLF37967T","Invalid PAN"
"YNHSM8568K","Valid PAN"
"IJDEE1602Y","Invalid PAN"
"HSWDG009!F","Invalid PAN"
"SSD9799","Invalid PAN"
"AEXES8887D","Invalid PAN"
"JPVBU3870Q","Valid PAN"
"DFIVR97312Q","Invalid PAN"
"WJVNZ215!X","Invalid PAN"
"DPJNF5838P","Valid PAN"
"XVATX221!N","Invalid PAN"
"MDJM68120L","Invalid PAN"
"YJILG3104Z","Valid PAN"
"BBGQT9355U","Invalid PAN"
"ILNXT750!A","Invalid PAN"
"EOS7566","Invalid PAN"
"NSLXE62050Z","Invalid PAN"
"GKQGW663!N","Invalid PAN"
"CDMUE71817E","Invalid PAN"
"PITPT2950B","Valid PAN"
"TGEIY7159U","Valid PAN"
"FEFOR9531N","Valid PAN"
"SIQHJ037!Z","Invalid PAN"
"BRUDV3485S","Valid PAN"
"VDEZI2417P","Valid PAN"
"KAITY8714B","Valid PAN"
"RWEYQ0810E","Valid PAN"
"MADX48945K","Invalid PAN"
"NYRXM7806X","Valid PAN"
"SWIZQ6636E","Invalid PAN"
"QZAQO0351B","Valid PAN"
"XNXVS9195R","Valid PAN"
"PVSFZ3310A","Invalid PAN"
"FOVHT84341L","Invalid PAN"
"CBNE15384O","Invalid PAN"
"VQDZY6655V","Invalid PAN"
"MMOMA4135L","Invalid PAN"
"FAGYI2978D","Valid PAN"
"BKP8358","Invalid PAN"
"LPL8215","Invalid PAN"
"VQKRB37391F","Invalid PAN"
"TVG6753","Invalid PAN"
"ACWZL9345P","Valid PAN"
"PHUXC995!J","Invalid PAN"
"NHCWE8121I","Valid PAN"
"IBSBA55065D","Invalid PAN"
"UXTQI0205M","Valid PAN"
"ZNDZC216!H","Invalid PAN"
"EFLKC7420T","Valid PAN"
"QWWYF175!B","Invalid PAN"
"JTUOZ0005N","Invalid PAN"
"SJL7958","Invalid PAN"
"JVFFY1140H","Invalid PAN"
"ZQCBR7493D","Valid PAN"
"FOORM859!V","Invalid PAN"
"LKZHG8839V","Invalid PAN"
"CUSBK0909U","Valid PAN"
"VUIYE8669A","Invalid PAN"
"GOAHP24127I","Invalid PAN"
"FEROB5178U","Valid PAN"
"RGCPG9797W","Valid PAN"
"ULKZF20028Z","Invalid PAN"
"OTEFD2911F","Invalid PAN"
"YVSKP4652G","Valid PAN"
